,interest_level,latitude,longitude,bathrooms,bedrooms,price,num_photos,num_features,num_description_words,created_year,created_month,created_day
33810,medium,40.7376,-73.9828,2.0,2,4000,5,13,114,2016,6,29
33815,low,40.699,-73.9943,1.0,0,2100,1,1,130,2016,6,24
33816,low,40.7572,-73.9648,1.0,1,2750,6,6,85,2016,6,2
33819,high,40.8333,-73.9445,1.0,1,1500,5,1,85,2016,6,8
33828,low,40.7832,-73.9519,1.0,3,3725,4,2,143,2016,6,1
33836,low,40.7521,-74.0011,1.0,1,4477,5,8,177,2016,6,25
33839,low,40.692,-73.9539,1.0,3,3300,8,5,46,2016,6,12
3384,low,40.8059,-73.9464,1.0,3,3483,6,4,106,2016,6,24
33841,low,40.7266,-73.9894,1.0,4,5900,7,3,58,2016,6,20
33842,medium,40.695,-73.9713,2.0,2,3160,10,2,183,2016,6,3
33843,low,40.761,-73.999,1.0,0,2650,4,12,109,2016,6,28
33844,low,40.7698,-73.9622,1.0,0,2057,4,3,25,2016,6,29
33845,low,40.7756,-73.9529,1.0,0,2100,0,1,1,2016,6,25
33847,high,40.7385,-73.9844,1.0,2,3000,5,5,89,2016,6,14
33848,low,40.7344,-74.0032,1.0,2,4200,1,3,54,2016,6,24
33849,low,40.7243,-74.0029,1.0,1,2700,8,7,136,2016,6,8
33851,low,40.8012,-73.966,1.0,1,3400,6,4,21,2016,6,10
33859,low,40.7364,-74.0032,1.0,1,3000,4,1,75,2016,6,29
33860,low,40.7862,-73.9425,1.5,3,2950,10,8,93,2016,6,8
33866,low,40.8376,-73.9418,2.0,4,3895,0,2,89,2016,6,25
33867,low,40.7067,-74.0071,1.0,1,2625,7,11,179,2016,6,18
33870,medium,40.7606,-73.9951,1.0,2,2595,5,3,66,2016,6,21
33874,low,40.7477,-73.8885,1.0,1,1795,0,2,9,2016,6,11
33875,low,40.773,-73.9507,1.0,0,2199,4,2,290,2016,6,20
33878,high,40.7848,-73.973,1.0,2,2990,12,4,76,2016,6,10
33879,low,40.7635,-73.9799,1.0,2,3600,0,2,1,2016,6,21
33880,high,40.708,-74.0149,1.0,1,2400,5,10,134,2016,6,3
33882,low,40.7327,-73.9931,1.0,1,4195,0,3,2,2016,6,12
33883,low,40.7612,-73.9898,1.0,0,2125,1,3,65,2016,6,17
33886,low,40.8433,-73.9392,1.0,3,2500,9,12,99,2016,6,25
33890,low,40.7182,-73.9899,1.0,2,3575,5,0,79,2016,6,28
33892,low,40.7176,-73.9531,1.0,0,2625,4,4,24,2016,6,13
33895,medium,40.7394,-73.9802,1.0,1,3150,7,7,96,2016,6,28
33901,high,40.6983,-73.9929,1.0,1,2100,4,1,91,2016,6,24
33909,low,40.7205,-73.8507,1.5,3,3500,14,0,33,2016,6,21
3391,low,40.7849,-73.978,1.0,1,2895,6,4,156,2016,6,12
33914,low,40.7196,-73.985,1.0,1,2675,3,2,31,2016,6,21
33915,low,40.7125,-73.8325,1.0,2,1795,9,1,48,2016,6,13
33916,low,40.7605,-73.9678,1.0,3,3900,4,7,91,2016,6,16
33917,low,40.7617,-73.9626,1.0,2,2625,1,3,121,2016,6,15
33918,high,40.7821,-73.9795,2.0,2,5000,7,8,114,2016,6,4
33922,low,40.7999,-73.9637,1.0,3,4000,6,2,94,2016,6,8
33924,low,40.7239,-73.9947,1.0,1,3250,1,3,66,2016,6,17
33925,low,40.717,-74.0136,2.0,2,6495,0,0,9,2016,6,21
33928,low,40.8274,-73.9476,1.0,3,2750,5,4,77,2016,6,23
3393,low,40.7681,-73.9563,2.0,2,4195,0,1,13,2016,6,15
33932,low,40.7427,-73.9957,1.0,1,3420,6,16,95,2016,6,29
33933,low,40.7623,-73.9635,1.0,2,3195,4,3,34,2016,6,1
33936,low,40.7801,-73.9477,1.0,2,2500,5,0,28,2016,6,16
33938,low,40.7731,-73.9517,1.5,1,4240,7,9,240,2016,6,7
33939,low,40.7278,-73.9834,1.0,2,2450,2,3,64,2016,6,9
3394,low,40.7734,-73.9505,1.0,1,2300,8,3,95,2016,6,3
33940,low,40.7829,-73.9452,2.0,2,2850,7,0,90,2016,6,5
33947,low,40.7333,-73.975,2.0,2,4882,8,1,15,2016,6,16
33948,medium,40.7702,-73.9494,1.0,1,2350,1,2,58,2016,6,11
3395,low,40.7045,-74.0089,1.0,3,3500,5,9,203,2016,6,20
33951,low,40.729,-73.9891,1.0,1,2495,4,1,21,2016,6,23
33952,low,40.7343,-73.982,1.5,0,6695,5,5,82,2016,6,28
33954,medium,40.7056,-74.0162,1.0,0,2395,6,8,81,2016,6,14
33955,low,40.7272,-73.9894,1.0,3,5600,5,2,63,2016,6,22
33956,low,40.7902,-73.9678,1.0,2,3500,6,12,160,2016,6,27
33961,medium,40.8247,-73.9509,1.0,2,2300,14,0,50,2016,6,23
33963,low,40.7582,-73.9634,2.5,4,7400,8,10,61,2016,6,20
33965,low,40.7538,-73.974,1.0,1,2900,4,4,63,2016,6,25
33966,low,40.7568,-73.9982,2.0,3,4800,8,17,116,2016,6,15
33970,low,40.7133,-73.956,1.0,0,2450,8,3,9,2016,6,23
33974,low,40.7845,-73.9803,1.0,1,4900,6,6,131,2016,6,1
33977,low,40.7035,-74.0109,1.0,2,4500,3,1,116,2016,6,12
33985,low,40.7194,-73.9943,2.0,5,7000,3,0,53,2016,6,16
3399,low,40.7852,-73.9728,1.0,1,2200,7,1,98,2016,6,14
33994,medium,40.7465,-73.9565,1.0,0,2300,6,9,136,2016,6,2
33995,low,40.7993,-73.9604,3.0,6,8000,5,3,93,2016,6,5
33996,medium,40.7454,-73.979,1.0,0,1950,3,1,30,2016,6,21
340,medium,40.7637,-73.9847,1.0,1,3000,7,6,130,2016,6,21
3400,low,40.6785,-73.9748,1.0,0,1900,3,3,72,2016,6,22
34001,low,40.8212,-73.9395,1.0,3,2550,7,7,208,2016,6,22
34003,low,40.693,-73.972,1.0,3,3595,7,4,192,2016,6,17
34007,low,40.746,-73.9754,1.0,1,3395,5,0,245,2016,6,20
34009,high,40.7593,-73.9962,1.0,2,3200,5,11,109,2016,6,3
3401,low,40.8535,-73.9285,1.0,1,1750,6,11,91,2016,6,21
34010,low,40.7782,-73.9482,2.0,2,4700,3,3,115,2016,6,3
34011,high,40.7366,-73.9935,1.0,2,3500,5,0,82,2016,6,21
34012,low,40.7959,-73.9742,1.0,0,2500,4,8,234,2016,6,2
34014,low,40.7582,-73.9634,2.0,4,5500,4,9,155,2016,6,9
34016,low,40.7297,-73.9999,1.0,0,2395,3,1,53,2016,6,24
34017,medium,40.8233,-73.9532,1.0,2,1900,8,12,98,2016,6,12
3402,medium,40.7601,-73.99,1.0,0,1995,3,2,78,2016,6,9
34020,high,40.7277,-73.8154,1.0,2,1775,8,5,64,2016,6,7
34024,low,40.7032,-73.9914,1.0,1,4728,13,4,116,2016,6,1
34026,low,40.7304,-74.005,1.0,1,3495,5,4,26,2016,6,27
34029,low,40.7601,-73.9695,1.0,0,2400,4,5,69,2016,6,29
3403,low,40.7667,-73.959,1.0,1,2300,5,1,72,2016,6,17
34037,low,40.7695,-73.9603,3.0,3,7950,11,5,102,2016,6,26
34041,low,40.7465,-73.9803,1.0,0,2450,5,6,132,2016,6,1
34048,medium,40.8221,-73.9421,1.0,2,2195,7,2,90,2016,6,11
34050,high,40.773,-73.9506,1.0,0,1795,6,2,114,2016,6,24
34051,low,40.7071,-74.0086,1.0,0,2750,5,7,67,2016,6,22
34052,low,40.8552,-73.8655,1.0,1,1450,1,3,31,2016,6,7
34053,low,40.7239,-73.9798,1.0,3,5395,5,4,39,2016,6,27
34055,high,40.7274,-73.9795,1.0,2,2500,3,0,75,2016,6,28
34056,medium,40.7123,-73.9442,1.0,4,3850,9,3,127,2016,6,25
34057,medium,40.7902,-73.9677,1.0,2,3550,5,6,117,2016,6,28
34059,low,40.7539,-73.9677,1.0,1,3551,7,8,105,2016,6,10
34072,low,40.7773,-73.9619,1.0,1,4700,0,5,1,2016,6,9
34073,low,40.7377,-73.9831,1.0,2,6200,0,1,9,2016,6,22
34075,high,40.753,-73.9695,2.0,3,4200,7,4,93,2016,6,5
34077,medium,40.7454,-73.979,1.0,0,2050,4,0,15,2016,6,3
3408,medium,40.7463,-73.9407,1.0,1,2800,10,11,265,2016,6,20
34080,low,40.7846,-73.9781,2.0,3,4750,17,3,9,2016,6,12
34082,high,40.7963,-73.9306,1.0,1,1550,5,0,37,2016,6,12
34092,low,40.8452,-73.9376,1.0,2,2400,10,6,173,2016,6,4
34095,medium,40.7817,-73.9478,1.0,2,2595,6,3,58,2016,6,3
34096,low,40.7709,-73.9917,1.0,0,2690,6,12,145,2016,6,28
34097,low,40.7766,-73.9552,2.0,3,3600,7,4,131,2016,6,22
34098,high,40.8304,-73.9489,1.0,1,1800,5,2,79,2016,6,7
341,low,40.7633,-73.9932,1.0,1,2895,3,3,61,2016,6,7
34100,low,40.7957,-73.9727,1.0,2,4890,6,9,129,2016,6,10
34105,high,40.8014,-73.9663,2.0,3,3700,8,9,156,2016,6,24
34108,medium,40.7139,-74.0084,2.0,2,5395,5,7,144,2016,6,8
3411,low,40.7471,-73.9416,1.0,1,2653,60,7,255,2016,6,21
34111,low,40.7377,-73.9831,1.0,2,3500,5,5,68,2016,6,4
34112,low,40.7635,-73.9876,1.0,1,2850,4,1,63,2016,6,25
34113,low,40.7268,-74.0002,1.0,1,3325,7,1,32,2016,6,25
34114,low,40.8252,-73.9515,1.0,3,2500,7,14,84,2016,6,8
34118,low,40.7053,-74.0161,0.0,1,3750,1,2,9,2016,6,11
34120,low,40.7339,-74.0047,1.0,0,3000,9,1,53,2016,6,7
34121,low,40.6718,-73.9484,2.0,3,3100,8,4,117,2016,6,18
34125,medium,40.7565,-73.9973,1.0,2,3350,8,14,100,2016,6,18
34129,medium,40.8449,-73.9391,1.0,2,1975,8,12,99,2016,6,18
34134,low,40.7053,-74.0161,1.0,0,2575,4,13,119,2016,6,28
34136,low,40.7585,-73.9911,1.0,1,2900,5,9,124,2016,6,4
3414,low,40.7046,-74.0089,1.0,0,3016,5,7,62,2016,6,23
34141,low,40.7208,-73.9825,1.0,1,3823,6,14,220,2016,6,14
34142,low,40.7773,-73.9469,1.0,1,3150,5,5,99,2016,6,3
34144,medium,40.7185,-73.9827,1.0,3,4300,5,6,84,2016,6,29
34149,low,40.7376,-73.9938,1.0,0,2795,5,4,42,2016,6,22
3415,medium,40.7623,-73.9886,1.0,2,3000,5,2,65,2016,6,7
34150,low,40.7232,-73.9837,1.0,1,2500,4,3,156,2016,6,6
34151,low,40.7448,-73.9909,1.0,1,4423,3,9,38,2016,6,11
34154,low,40.7178,-73.9831,1.0,1,2300,1,3,55,2016,6,10
34157,low,40.7943,-73.9675,1.0,2,3800,1,6,9,2016,6,9
34159,low,40.7538,-73.974,1.0,0,2390,4,4,127,2016,6,3
3416,low,40.8274,-73.9514,3.0,4,4500,10,5,90,2016,6,25
34160,low,40.7568,-73.9982,1.0,3,4500,7,9,120,2016,6,1
34162,low,40.7594,-73.9684,1.0,2,3000,0,1,1,2016,6,21
34164,medium,40.7723,-73.951,1.0,1,3401,5,8,77,2016,6,14
34165,low,40.7144,-73.9909,1.0,2,3400,4,6,123,2016,6,9
34171,low,40.7467,-73.9852,1.0,1,5415,11,6,143,2016,6,21
34174,low,40.7995,-73.9541,1.0,1,2100,5,6,127,2016,6,12
34177,low,40.7538,-73.974,1.0,1,2890,6,5,112,2016,6,1
34178,high,40.8012,-73.9421,1.0,1,1900,9,0,152,2016,6,12
34179,medium,40.7438,-73.9983,1.0,1,2995,4,4,39,2016,6,2
3418,low,40.7074,-74.0069,1.0,0,2910,7,5,92,2016,6,22
34180,low,40.789,-73.9756,2.0,2,7250,8,9,68,2016,6,8
34181,low,40.7621,-73.9956,1.0,1,4100,16,4,8,2016,6,22
34182,medium,40.7177,-73.9984,1.0,2,3885,3,2,93,2016,6,7
34184,low,40.732,-73.9745,1.0,2,4026,8,1,15,2016,6,11
34190,low,40.7459,-73.9572,2.0,2,4095,9,9,199,2016,6,14
34192,medium,40.799,-73.9364,2.0,2,2700,7,0,51,2016,6,22
34204,medium,40.7297,-74.004,1.0,2,3500,2,3,43,2016,6,13
34206,low,40.7693,-73.9529,1.0,2,2900,10,0,81,2016,6,16
34208,low,40.5912,-73.9672,1.0,2,1995,7,1,57,2016,6,16
34210,low,40.69,-73.9919,1.0,0,2580,5,5,56,2016,6,11
34211,medium,40.6987,-73.9402,1.0,2,2550,16,19,95,2016,6,2
34213,medium,40.6953,-73.9641,1.0,1,3200,8,8,28,2016,6,7
34218,low,40.753,-74.0037,1.0,2,3390,4,14,84,2016,6,21
34219,low,40.8003,-73.9661,1.0,3,4000,0,0,9,2016,6,12
34224,low,40.7342,-73.9902,1.0,1,6130,3,4,161,2016,6,1
34225,medium,40.7377,-73.9825,2.0,3,5000,3,5,52,2016,6,8
34228,low,40.7564,-73.997,1.0,1,1995,0,1,13,2016,6,11
3423,low,40.6928,-73.971,1.0,1,2100,4,1,9,2016,6,11
34239,high,40.7084,-74.0066,1.0,1,2425,4,10,217,2016,6,29
34240,low,40.7839,-73.9488,1.0,3,3995,1,4,44,2016,6,10
34241,medium,40.7811,-73.9482,1.0,0,1995,5,4,93,2016,6,10
34249,low,40.7565,-73.969,1.0,0,2350,4,1,40,2016,6,5
34251,low,40.7239,-74.0036,2.0,2,13000,8,13,103,2016,6,24
34255,low,40.7447,-73.9741,1.0,1,2595,4,7,78,2016,6,22
34258,low,40.7775,-73.9633,5.0,4,27000,5,9,120,2016,6,2
34259,medium,40.7826,-73.9469,2.0,2,3550,4,9,80,2016,6,5
34260,low,40.7381,-73.9961,1.0,0,3095,5,7,142,2016,6,28
34268,low,40.7771,-73.9505,1.0,0,2400,5,6,103,2016,6,22
3427,low,40.7612,-73.9978,1.0,2,3200,8,10,164,2016,6,25
34271,high,40.7486,-73.9814,1.0,2,3500,7,5,151,2016,6,3
34274,low,40.716,-74.0148,3.0,3,9000,8,11,177,2016,6,21
34276,low,40.7349,-73.9863,1.0,1,4200,3,6,137,2016,6,16
34277,medium,40.7643,-73.9917,1.0,2,3495,8,6,215,2016,6,5
34278,low,40.7065,-74.0077,2.0,1,3650,6,10,173,2016,6,21
34279,medium,40.7804,-73.9522,1.0,2,2800,3,10,135,2016,6,21
3428,medium,40.7394,-74.0011,1.0,0,2795,4,3,52,2016,6,9
34281,medium,40.7185,-73.9827,1.0,3,3800,5,1,109,2016,6,1
34288,medium,40.7465,-73.9803,1.0,2,3200,4,7,86,2016,6,22
3429,medium,40.753,-73.9958,1.0,2,3195,7,9,73,2016,6,14
34291,high,40.6946,-73.9636,1.0,1,1915,5,9,82,2016,6,15
34292,medium,40.7612,-73.9623,1.0,1,2599,3,1,130,2016,6,3
34293,low,40.7295,-73.9818,1.0,1,2750,4,2,146,2016,6,12
34297,low,40.743,-73.9805,2.0,3,5500,8,12,94,2016,6,4
34298,low,40.7243,-73.9784,2.0,4,5995,6,4,56,2016,6,14
343,low,40.6969,-73.983,1.0,1,2950,4,5,58,2016,6,27
3430,medium,40.7728,-73.981,1.0,1,2695,5,7,104,2016,6,13
34302,low,40.8007,-73.961,1.0,3,2800,3,3,138,2016,6,5
34307,low,40.7657,-73.9878,1.0,2,3600,6,3,64,2016,6,24
34309,low,40.7074,-74.0075,1.0,2,3400,7,7,49,2016,6,20
3431,low,40.7689,-73.9608,1.0,1,3800,7,6,114,2016,6,7
34310,low,40.73,-73.9804,1.0,2,3795,5,1,83,2016,6,20
34312,low,40.7081,-74.0065,1.0,0,3350,0,8,1,2016,6,28
3432,low,40.7612,-73.9978,2.0,4,5900,3,8,146,2016,6,28
34321,low,40.7812,-73.9471,1.0,0,1875,5,2,40,2016,6,3
34325,low,40.7073,-74.0046,1.0,2,3950,4,10,184,2016,6,2
34327,medium,40.7383,-74.0019,1.0,1,2750,3,6,32,2016,6,24
3433,low,40.7671,-73.9892,2.0,2,4995,7,2,161,2016,6,10
34330,low,40.7957,-73.9481,1.0,2,2659,5,8,31,2016,6,20
34331,medium,40.7391,-73.9936,2.0,4,6900,8,16,124,2016,6,3
34335,low,40.7548,-73.9944,2.0,3,5100,3,11,79,2016,6,24
34336,low,40.7246,-73.9833,1.0,1,2895,5,3,27,2016,6,27
34337,low,40.7341,-73.9896,1.0,1,4800,6,11,172,2016,6,29
34345,low,40.7465,-74.0028,1.5,3,4600,8,0,96,2016,6,17
34347,low,40.7448,-74.0017,2.0,3,7200,8,10,139,2016,6,8
34354,medium,40.7425,-73.9983,1.0,2,2995,6,3,140,2016,6,5
34356,low,40.7505,-74.0022,1.0,2,4500,5,10,116,2016,6,5
34357,high,40.7715,-73.9341,1.0,0,1975,7,5,102,2016,6,6
34359,low,40.7334,-74.0047,1.0,1,5100,4,4,60,2016,6,1
3436,low,40.7853,-73.9803,1.0,1,4095,8,5,157,2016,6,15
34361,low,40.7194,-73.9964,1.0,1,2750,4,4,77,2016,6,10
34362,low,40.7677,-73.9616,1.0,0,3360,3,8,151,2016,6,21
34363,low,40.7638,-73.9597,1.0,2,2850,4,3,66,2016,6,5
34366,low,40.7448,-73.9919,1.0,0,3295,8,3,126,2016,6,18
34369,low,40.761,-73.9885,1.0,0,2295,4,3,22,2016,6,21
34371,high,40.7431,-73.9979,1.0,2,4031,7,10,63,2016,6,21
34372,low,40.7657,-73.9572,1.0,3,3600,3,0,63,2016,6,29
34374,medium,40.789,-73.9478,1.0,2,2495,3,1,33,2016,6,16
34375,low,40.7843,-73.9814,3.0,3,13300,5,16,83,2016,6,18
34377,low,40.7336,-73.9784,1.0,2,3034,0,5,1,2016,6,8
34378,low,40.7045,-74.0089,1.0,1,3700,6,9,175,2016,6,14
34379,high,40.7096,-73.8189,1.0,0,1250,1,1,42,2016,6,5
3438,medium,40.7303,-73.9556,2.0,3,3399,6,5,198,2016,6,22
34380,low,40.7491,-73.9789,1.0,1,3550,1,5,23,2016,6,15
34389,medium,40.8417,-73.937,1.0,3,2175,9,3,16,2016,6,1
34390,low,40.7471,-73.9846,1.0,0,2200,4,4,63,2016,6,29
34391,low,40.7067,-74.0101,1.0,3,3275,5,9,93,2016,6,18
34396,medium,40.7657,-73.9626,1.0,2,3695,3,4,73,2016,6,2
34397,low,40.7679,-73.9597,1.0,1,3725,7,6,82,2016,6,28
34399,low,40.7563,-73.9678,1.0,1,2600,1,0,43,2016,6,22
344,medium,40.799,-73.9634,1.0,0,1900,3,4,152,2016,6,3
34407,low,40.7432,-73.9795,1.0,3,4500,4,2,54,2016,6,16
34409,medium,40.6508,-73.9535,1.0,2,1900,7,4,49,2016,5,31
3441,high,40.629,-74.024,1.0,2,1900,12,4,53,2016,6,21
34416,low,40.7723,-73.951,1.0,1,3220,5,2,75,2016,6,12
3442,high,40.7255,-73.9884,1.0,2,3250,4,4,115,2016,6,24
34420,low,40.7386,-73.9818,1.0,1,2995,5,5,63,2016,6,13
34423,low,40.7473,-74.005,1.0,1,2600,0,3,11,2016,6,27
34426,low,40.7633,-73.9785,3.0,2,6995,2,5,189,2016,6,3
34429,low,40.7695,-73.9603,3.0,3,6750,6,3,112,2016,6,9
34431,low,40.7083,-74.0061,1.0,0,2550,5,5,143,2016,6,11
34432,low,40.8522,-73.935,1.0,1,1700,6,8,174,2016,6,21
34434,low,40.83,-73.9464,1.0,2,1875,1,1,58,2016,6,11
34435,low,40.7377,-73.9831,1.0,2,5545,8,5,96,2016,6,8
34436,high,40.7814,-73.9507,1.0,0,2300,3,7,127,2016,6,22
34437,low,40.753,-73.9704,1.0,2,5400,4,5,87,2016,6,21
34438,medium,40.7953,-73.9667,1.5,4,5000,5,10,92,2016,6,22
34441,low,40.7656,-73.9625,1.0,0,2095,0,4,1,2016,6,22
34444,low,40.7619,-73.9854,1.0,1,2800,4,10,147,2016,6,24
34445,medium,40.7679,-73.9547,1.0,1,2595,8,6,23,2016,6,20
34446,medium,40.7192,-73.9828,1.0,2,3295,4,4,41,2016,6,16
3445,low,40.7257,-73.9945,1.0,1,3450,5,9,8,2016,6,20
34450,low,40.7473,-73.9775,1.0,1,3000,8,5,65,2016,6,28
34451,low,40.7638,-73.9667,1.0,1,2395,5,4,79,2016,6,1
34453,low,40.7266,-73.9872,2.0,3,6250,5,5,46,2016,6,16
34459,low,40.7334,-74.0047,1.0,1,5700,5,5,73,2016,6,7
34460,low,40.8544,-73.9177,1.0,2,1997,2,3,25,2016,6,16
34461,low,40.8679,-73.9239,1.0,1,1900,0,3,18,2016,6,26
34464,low,40.7725,-73.9819,2.0,3,12600,5,13,56,2016,6,6
34465,low,40.808,-73.9543,1.0,3,3795,0,1,124,2016,6,21
34468,medium,40.7488,-73.9868,1.0,2,3300,6,11,157,2016,6,1
34478,low,40.7051,-74.0116,1.0,0,3087,7,7,73,2016,6,28
34484,medium,40.7277,-73.9832,1.0,1,2599,5,3,67,2016,6,20
34485,low,40.7704,-73.9566,1.0,1,3695,0,9,1,2016,6,2
34486,low,40.7067,-74.0071,1.0,2,4595,4,5,48,2016,6,11
34489,medium,40.7769,-73.952,1.0,2,2900,6,8,45,2016,6,9
3449,low,40.7572,-73.9648,1.0,1,2900,6,5,4,2016,6,15
34491,high,40.8028,-73.9647,1.0,2,2900,6,5,148,2016,6,28
34492,low,40.7437,-73.9851,1.0,0,3905,15,9,138,2016,6,25
34495,medium,40.7751,-73.9294,1.0,1,1850,9,7,42,2016,6,22
34497,medium,40.7276,-74.0001,1.0,1,2795,4,2,97,2016,6,2
3450,low,40.7252,-73.9947,1.0,1,4650,5,4,58,2016,6,22
34500,low,40.7538,-73.974,1.0,1,2800,7,5,91,2016,6,8
34501,low,40.7307,-73.9776,1.0,2,4242,8,5,15,2016,6,5
34503,medium,40.7403,-73.9848,2.0,3,4800,7,5,113,2016,6,29
34506,low,40.8078,-73.9511,1.0,1,2695,4,13,166,2016,6,29
34509,low,40.706,-73.8324,1.0,2,2525,12,9,86,2016,6,16
3451,low,40.7482,-74.0051,1.0,2,5510,7,2,134,2016,6,7
34511,low,40.7434,-74.0055,2.0,1,7200,13,4,67,2016,6,21
34516,low,40.7634,-73.9128,1.0,2,2600,5,0,89,2016,6,10
34517,low,40.7058,-74.0086,2.0,3,5000,7,10,74,2016,6,8
34519,medium,40.7867,-73.9515,1.0,2,2600,7,1,70,2016,6,3
3452,low,40.7695,-73.9603,4.0,5,10000,5,11,54,2016,6,25
34521,low,40.7198,-73.9408,1.0,1,2295,4,3,74,2016,6,22
3453,low,40.7953,-73.9667,1.0,1,2995,6,4,84,2016,6,21
34530,high,40.7477,-73.9774,1.0,2,3295,6,4,133,2016,6,21
34531,low,40.7965,-73.9618,1.0,2,2995,5,8,76,2016,6,2
34532,medium,40.7259,-73.9873,1.0,1,2395,12,0,72,2016,6,4
34533,low,40.7855,-73.977,1.0,2,3599,4,5,98,2016,6,4
34536,low,40.7657,-73.9254,1.0,1,1850,0,0,71,2016,6,25
34537,low,40.7812,-73.953,2.0,2,3400,7,3,105,2016,6,17
34539,low,40.7833,-73.9511,1.0,0,1995,12,2,9,2016,6,7
3454,low,40.745,-73.9863,2.0,2,5680,0,8,112,2016,6,20
34549,medium,40.7187,-73.9855,2.0,3,5495,5,8,75,2016,6,8
34551,low,40.7768,-73.9446,1.0,0,1600,4,3,103,2016,6,9
34554,high,40.8622,-73.903,1.0,0,1150,6,0,82,2016,6,12
34556,medium,40.6952,-73.9831,1.0,1,3640,4,6,113,2016,6,21
34562,low,40.8175,-73.9408,1.0,0,1450,0,1,1,2016,6,9
3457,medium,40.7486,-73.9903,1.0,0,3300,4,9,219,2016,6,8
34571,low,40.7196,-74.0109,2.0,3,5900,4,6,72,2016,6,16
34573,low,40.7091,-74.0055,1.0,1,4160,5,5,60,2016,6,19
34575,low,40.7902,-73.9677,1.0,1,3825,0,4,1,2016,6,17
34579,medium,40.7645,-73.984,1.0,0,3000,6,12,127,2016,6,22
3458,low,40.7677,-73.9834,1.0,0,3500,9,4,138,2016,6,11
34580,low,40.7514,-73.9862,1.0,1,3450,6,13,112,2016,6,3
34584,low,40.7417,-73.9818,1.0,1,2800,6,7,66,2016,6,11
34585,medium,40.7729,-73.9485,1.0,1,2150,7,2,57,2016,6,8
34588,high,40.7617,-73.9626,1.0,2,2625,4,3,23,2016,6,18
34590,low,40.7054,-74.0095,1.0,1,2600,5,4,78,2016,6,29
34591,high,40.6342,-73.8912,1.0,2,1800,11,0,77,2016,6,22
34593,low,40.7568,-73.9982,1.0,1,3765,12,12,157,2016,6,22
34594,low,40.7874,-73.9515,1.0,2,2550,5,1,61,2016,6,9
34596,low,40.6384,-74.0271,1.0,2,2550,12,7,170,2016,6,16
34597,low,40.7779,-73.9525,1.0,1,4195,0,2,9,2016,6,21
34599,low,40.7344,-74.0057,1.0,0,2425,3,7,76,2016,6,16
3460,low,40.7855,-73.9705,1.0,1,4500,8,1,126,2016,6,8
34601,medium,40.7231,-74.0044,1.0,3,3941,4,1,46,2016,6,5
34603,medium,40.7479,-73.9739,1.0,0,2450,4,4,64,2016,6,21
34604,low,40.7081,-74.0065,1.0,0,3550,7,9,106,2016,6,28
34607,low,40.7186,-73.9621,1.0,1,2600,5,4,28,2016,6,4
34608,low,40.761,-73.999,1.0,0,2495,7,15,181,2016,6,1
3461,low,40.7158,-73.9601,1.0,0,2682,6,4,114,2016,6,9
34611,low,40.7953,-73.9322,2.0,3,3400,10,8,140,2016,6,15
34614,medium,40.8269,-73.9216,1.0,1,1550,1,2,32,2016,6,7
3462,low,40.7961,-73.9614,2.0,4,4995,5,0,76,2016,6,28
34620,medium,40.6805,-73.9303,1.0,2,2500,11,5,192,2016,6,1
34621,low,40.7773,-73.9631,2.5,2,25000,6,3,66,2016,6,12
34623,high,40.7348,-73.9865,1.0,2,3440,7,11,200,2016,6,16
34624,high,40.7341,-73.9896,1.0,1,3855,5,11,106,2016,6,10
34626,high,40.7612,-73.9978,1.0,2,3000,5,8,95,2016,6,16
34632,low,40.8163,-73.9416,1.0,2,2200,5,7,90,2016,6,17
34633,low,40.7054,-74.0095,1.0,1,2625,9,6,221,2016,6,11
34634,low,40.724,-74.0035,1.5,1,8895,1,10,4,2016,6,10
34637,medium,40.7425,-73.9789,1.0,2,3295,7,4,198,2016,6,21
3464,low,40.7655,-73.9857,1.0,2,3000,3,5,74,2016,6,9
34643,low,40.8214,-73.9401,1.0,2,2000,7,6,170,2016,6,13
34644,medium,40.8327,-73.9441,1.0,2,1995,3,3,76,2016,6,2
34645,low,40.7869,-73.9769,1.0,1,3400,0,3,31,2016,6,29
34647,medium,40.7279,-73.981,1.0,2,2500,3,2,105,2016,6,21
34648,low,40.7418,-74.0024,1.5,3,5895,7,9,82,2016,6,1
34650,high,40.6616,-73.998,1.0,2,1800,7,2,129,2016,6,12
34657,medium,40.7363,-73.9798,1.0,1,2500,7,4,48,2016,6,9
34658,low,40.6828,-73.9579,1.0,1,1800,5,0,67,2016,6,7
34659,low,40.7621,-73.9956,2.5,3,7575,6,11,59,2016,6,1
34661,low,40.7953,-73.9629,1.0,2,3000,0,3,1,2016,6,25
34667,low,40.7824,-73.9805,1.0,1,5625,16,5,151,2016,6,21
3467,low,40.7242,-73.9946,1.0,1,3375,6,0,35,2016,6,29
34671,low,40.7517,-73.969,1.0,2,3290,0,7,116,2016,6,13
34674,medium,40.7817,-73.9497,2.0,4,4995,6,9,349,2016,6,1
34676,medium,40.6893,-73.9226,1.0,0,1895,15,8,171,2016,6,16
34677,low,40.7862,-73.944,2.0,3,3600,7,5,230,2016,6,6
3468,high,40.7073,-74.0046,1.0,2,2400,7,12,121,2016,6,2
34683,medium,40.7243,-73.9838,1.0,0,2155,5,3,22,2016,6,29
34684,medium,40.7835,-73.9837,1.0,1,2625,7,0,57,2016,6,11
